CustomerName,Age,MaritalStatus,IncomeRange,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HomeOwner,Cars
Isaac Campbell,47,1,75000,0,5,5,5,5,0,2
Isaac Carter,62,1,25000,0,2,0,1,1,0,2
Isaac Collins,54,1,100000,0,5,4,3,5,1,3
Isaac Cook,70,1,50000,0,2,0,3,3,0,2
Isaac Cooper,43,1,50000,0,1,0,5,2,1,0
Isaac Cox,51,1,100000,0,5,5,4,5,1,4
Isaac Edwards,68,1,75000,0,2,1,3,5,1,2
Isaac Evans,60,1,150000,0,3,4,2,5,1,4
Isaac Gonzalez,66,0,75000,0,4,2,3,5,1,1
Isaac Gray,42,0,50000,0,0,0,3,3,0,1
Isaac Green,64,1,75000,0,2,1,1,2,1,2
Isaac Hernandez,41,0,100000,0,0,0,4,5,1,3
Isaac Hill,38,1,50000,0,0,0,3,2,1,1
Isaac Howard,63,0,75000,0,3,0,5,4,1,2
Isaac James,42,1,50000,0,0,0,5,2,1,0
Isaac Kelly,49,0,75000,0,0,0,5,5,0,1
Isaac King,71,0,25000,0,5,0,1,3,0,3
Isaac Lopez,49,1,100000,0,3,3,4,5,1,0
Isaac Mitchell,76,1,25000,0,1,0,4,3,1,0
Isaac Morgan,39,0,50000,0,0,0,1,3,1,2
Isaac Morris,44,0,100000,0,0,5,2,4,1,3
Isaac Murphy,59,1,50000,0,2,0,2,2,1,2
Isaac Oliver,43,0,100000,0,0,0,4,4,0,1
Isaac Parker,60,1,75000,0,3,2,3,5,0,1
Isaac Perez,47,1,75000,0,1,0,5,5,1,0
Isaac Peterson,63,0,75000,0,3,0,5,4,1,2
Isaac Phillips,43,1,100000,0,0,0,4,5,1,3
Isaac Ramirez,60,1,75000,0,2,0,2,5,0,2
Isaac Reed,53,1,100000,0,4,3,3,5,1,2
Isaac Richardson,77,1,150000,0,2,4,5,4,1,0
Isaac Rivera,43,0,50000,0,0,0,5,2,0,0
Isaac Rogers,58,1,50000,0,2,0,2,2,1,2
Isaac Sanchez,37,0,50000,0,0,0,3,2,1,1
Isaac Sandberg,73,1,150000,0,2,3,5,4,0,2
Isaac Scott,56,1,100000,0,4,3,2,5,1,2
Isaac Turner,65,0,75000,0,2,1,2,5,1,2
Isaac Ward,64,0,75000,0,2,1,1,2,1,3
Isaac Watson,42,0,75000,0,0,0,3,5,1,2
Isaac Wright,43,1,75000,0,1,0,5,2,1,0
Isaac Young,63,1,25000,0,2,0,2,1,0,2
Isabel Alexander,63,1,150000,1,2,5,4,4,1,2
Isabel Barnes,62,0,100000,1,3,1,2,5,1,2
Isabel Bradley,51,1,50000,1,1,1,4,2,1,2
Isabel Bryant,53,1,75000,1,3,2,5,5,0,0
Isabel Butler,58,0,100000,1,4,0,5,2,1,0
Isabel Coleman,44,0,50000,1,4,4,3,3,1,2
Isabel Diaz,51,0,150000,1,2,2,4,4,0,4
Isabel Flores,69,0,75000,1,2,1,4,4,0,1
Isabel Foster,52,0,100000,1,4,3,4,4,1,0
Isabel Gonzales,43,1,50000,1,1,1,4,2,1,1
Isabel Hayes,82,1,75000,1,2,0,5,4,1,2
Isabel Henderson,59,1,100000,1,2,1,4,4,1,1
Isabel Jenkins,47,0,50000,1,2,2,4,2,0,0
Isabel Long,67,1,50000,1,4,0,2,5,1,2
Isabel Patterson,52,0,75000,1,4,2,4,2,0,2
Isabel Perry,51,1,75000,1,0,0,5,5,0,1
Isabel Powell,60,1,50000,1,1,0,3,3,1,1
Isabel Price,45,0,50000,1,4,4,2,2,1,3
Isabel Ross,69,0,50000,1,4,0,2,5,0,2
Isabel Russell,45,1,75000,1,1,0,5,2,1,0
Isabel Simmons,41,1,100000,1,0,0,4,5,1,3
Isabel Wood,38,0,50000,1,0,0,3,2,0,1
Isabella Adams,41,0,75000,1,0,0,4,5,0,3
Isabella Alexander,56,1,75000,1,1,0,3,2,1,1
Isabella Allen,74,1,100000,1,5,0,4,4,1,2
Isabella Anderson,59,1,50000,1,1,0,3,3,1,1
Isabella Bailey,79,0,75000,1,3,0,5,4,1,2
Isabella Baker,49,0,100000,1,0,0,4,4,1,2
Isabella Barnes,54,1,75000,1,5,4,3,2,1,2
Isabella Bell,55,1,75000,1,1,0,4,5,1,1
Isabella Bennett,58,1,75000,1,1,0,4,5,1,1
Isabella Brooks,47,0,75000,1,5,0,5,5,1,0
Isabella Brown,60,1,75000,1,3,2,3,5,1,0
Isabella Bryant,44,0,100000,1,0,0,4,4,1,1
Isabella Butler,76,1,75000,1,5,0,5,4,1,2
Isabella Campbell,61,1,75000,1,2,0,2,5,0,2
Isabella Carter,59,0,75000,1,2,0,1,2,0,2
Isabella Clark,62,0,75000,1,2,0,1,2,1,2
Isabella Coleman,48,1,25000,1,2,2,2,1,1,1
Isabella Collins,65,0,75000,1,4,2,3,5,1,1
Isabella Cook,48,0,100000,1,0,0,4,4,0,1
Isabella Cox,38,0,50000,1,0,0,1,3,1,2
Isabella Davis,49,0,100000,1,2,0,4,5,0,0
Isabella Diaz,61,1,150000,1,3,4,3,5,1,4
Isabella Edwards,43,0,50000,1,1,0,5,2,1,0
Isabella Evans,41,1,50000,1,3,3,3,3,1,1
Isabella Flores,52,1,150000,1,3,2,4,4,1,3
Isabella Foster,56,1,50000,1,3,0,5,3,0,0
Isabella Garcia,53,1,100000,1,4,3,3,5,1,2
Isabella Gonzales,51,1,50000,1,1,0,4,2,1,0
Isabella Gonzalez,72,0,50000,1,4,0,2,5,0,2
Isabella Gray,64,1,75000,1,5,2,3,5,1,2
Isabella Green,49,0,50000,1,0,0,3,2,0,1
Isabella Griffin,47,1,50000,1,1,1,4,2,1,1
Isabella Hall,41,0,50000,1,0,0,3,2,0,2
Isabella Hall,63,0,100000,1,3,2,3,5,1,1
Isabella Harris,41,0,50000,1,4,4,3,3,1,1
Isabella Henderson,55,1,75000,1,1,0,4,5,1,1
Isabella Hernandez,70,1,75000,1,3,1,4,4,1,1
Isabella Hill,62,1,100000,1,3,2,3,5,0,1
Isabella Howard,44,0,75000,1,0,0,3,2,1,2
Isabella Hughes,80,1,50000,1,3,0,3,5,1,2
Isabella Jackson,42,0,50000,1,0,0,3,2,1,1
Isabella James,71,0,75000,1,5,0,4,4,1,2
Isabella Johnson,55,1,75000,1,1,0,3,2,1,1
Isabella Jones,41,1,75000,1,0,0,3,2,1,2
Isabella Kelly,47,1,100000,1,3,0,5,5,1,0
Isabella King,63,1,75000,1,4,3,3,5,1,1
Isabella Lee,54,1,100000,1,5,4,3,5,1,2
Isabella Lewis,41,1,50000,1,4,4,3,3,1,1
Isabella Long,64,1,50000,1,3,0,3,5,1,2
Isabella Lopez,54,0,75000,1,1,0,4,5,0,1
Isabella Martin,64,1,75000,1,2,1,2,5,1,2
Isabella Martinez,64,1,75000,1,3,1,2,5,1,2
Isabella Mitchell,41,0,50000,1,0,0,2,2,0,2
Isabella Moore,56,1,75000,1,1,0,3,2,1,1
Isabella Morgan,60,0,25000,1,3,0,1,3,0,2
Isabella Morris,38,1,75000,1,0,0,3,2,1,2
Isabella Murphy,49,0,50000,1,1,1,4,3,0,1
Isabella Nelson,38,0,50000,1,0,0,3,2,1,1
Isabella Parker,58,0,100000,1,4,0,5,2,1,0
Isabella Perez,42,0,50000,1,0,0,3,3,0,1
Isabella Perry,61,1,75000,1,2,0,2,5,0,2
Isabella Peterson,48,0,100000,1,4,4,3,2,0,2
Isabella Phillips,43,1,75000,1,0,0,3,5,1,2
Isabella Powell,53,1,50000,1,1,0,4,2,1,0
Isabella Price,47,1,100000,1,2,0,4,5,1,0
Isabella Reed,56,1,100000,1,0,3,3,5,1,1
Isabella Reed,56,1,100000,1,0,3,3,5,1,1
Isabella Richardson,55,1,75000,1,1,0,3,2,1,1
Isabella Roberts,41,0,50000,1,0,0,2,2,1,2
Isabella Robinson,60,0,100000,1,2,1,3,5,1,0
Isabella Rodriguez,59,1,75000,1,2,0,2,5,1,2
Isabella Rogers,51,0,50000,1,0,0,4,5,0,1
Isabella Ross,59,0,75000,1,2,0,1,2,1,2
Isabella Russell,50,0,75000,1,0,0,5,2,1,0
Isabella Sanchez,57,0,50000,1,2,0,3,3,0,1
Isabella Sandberg,60,1,75000,1,3,0,3,5,1,2
Isabella Scott,65,0,50000,1,4,0,3,5,1,2
Isabella Simmons,49,0,75000,1,2,2,4,2,1,1
Isabella Smith,51,0,150000,1,1,2,5,4,0,1
Isabella Stewart,63,1,25000,1,2,0,2,1,0,2
Isabella Taylor,44,0,50000,1,0,0,5,2,1,0
Isabella Thomas,47,0,75000,1,2,2,4,2,0,0
Isabella Thompson,40,0,50000,1,0,0,2,2,0,2
Isabella Torres,51,1,50000,1,4,4,4,2,1,1
Isabella Walker,59,0,100000,1,2,1,4,4,0,0
Isabella Ward,53,1,50000,1,1,0,4,2,1,0
Isabella Washington,49,0,25000,1,3,3,2,1,1,1
Isabella West,43,1,50000,1,1,0,5,2,1,0
Isabella White,57,0,75000,1,4,0,5,2,1,0
Isabella Williams,61,1,25000,1,3,0,1,3,1,2
Isabella Wood,54,0,150000,1,1,3,2,5,1,4
Isabella Wright,53,0,75000,1,3,2,5,5,1,0
Isabella Young,53,0,75000,1,3,2,5,5,0,0
Isabelle Alexander,63,0,75000,1,3,0,5,4,1,2
Isabelle Barnes,58,1,25000,1,1,0,4,1,1,0
Isabelle Bennett,58,0,100000,1,4,0,5,2,0,0
Isabelle Bryant,56,1,75000,1,1,0,3,2,1,1
Isabelle Butler,51,0,100000,1,3,3,4,2,1,2
Isabelle Coleman,61,0,75000,1,2,0,2,5,1,2
Isabelle Diaz,43,1,50000,1,0,0,5,2,1,0
Isabelle Flores,52,0,50000,1,4,2,4,2,0,2
Isabelle Foster,63,0,75000,1,4,3,3,5,1,1
Isabelle Griffin,65,1,75000,1,2,1,2,5,1,2
Isabelle Henderson,61,1,50000,1,1,0,3,3,1,1
Isabelle Hughes,62,0,75000,1,2,0,1,2,0,2
Isabelle Long,63,1,50000,1,3,0,3,2,1,2
Isabelle Patterson,61,0,25000,1,2,0,3,1,1,0
Isabelle Perry,80,1,100000,1,4,0,4,4,1,2
Isabelle Price,54,1,75000,1,1,0,3,2,1,1
Isabelle Ross,46,1,75000,1,1,0,5,5,1,0
Isabelle Russell,78,1,150000,1,1,1,5,4,1,4
Isabelle Simmons,56,0,25000,1,1,1,3,1,1,0
Isabelle Winston,50,1,75000,1,0,0,5,5,1,0
Isabelle Wood,56,1,100000,1,4,3,2,5,1,3
Isaiah Adams,51,1,50000,0,4,4,4,2,1,2
Isaiah Allen,57,1,75000,0,4,0,5,2,1,0
Isaiah Bailey,58,0,25000,0,2,0,3,1,1,1
Isaiah Baker,66,1,50000,0,2,1,1,2,1,2
Isaiah Bell,50,1,100000,0,0,0,5,2,0,0
Isaiah Brooks,68,1,75000,0,2,1,3,5,1,1
Isaiah Campbell,38,0,75000,0,0,0,3,2,0,2
Isaiah Carter,58,1,100000,0,1,0,3,2,1,1
Isaiah Collins,72,1,75000,0,4,0,4,4,1,2
Isaiah Cox,63,0,75000,0,4,3,2,5,1,1
Isaiah Edwards,51,0,75000,0,0,0,5,5,1,0
Isaiah Evans,66,1,100000,0,3,1,4,4,1,1
Isaiah Gonzalez,67,1,75000,0,2,1,3,5,0,2
Isaiah Gray,75,1,50000,0,4,0,4,4,1,2
Isaiah Green,41,1,75000,0,0,0,3,2,1,2
Isaiah Hall,44,0,75000,0,1,0,5,5,0,0
Isaiah Hernandez,43,0,50000,0,0,0,3,3,0,1
Isaiah Hill,55,1,75000,0,1,0,3,2,1,1
Isaiah Howard,53,1,75000,0,4,2,4,5,1,4
Isaiah James,55,1,75000,0,1,0,3,2,1,1
Isaiah King,45,1,75000,0,1,0,5,2,1,0
Isaiah Lopez,74,1,75000,0,3,0,5,4,1,2
Isaiah Mitchell,61,1,50000,0,1,0,2,3,0,2
Isaiah Morgan,72,1,50000,0,4,0,2,5,0,2
Isaiah Morris,66,0,75000,0,4,2,3,5,0,1
Isaiah Murphy,45,0,75000,0,3,0,5,5,0,0
Isaiah Nelson,52,1,50000,0,4,4,4,2,1,2
Isaiah Parker,84,0,75000,0,3,0,5,4,1,2
Isaiah Perez,56,1,100000,0,3,2,3,5,1,4
Isaiah Peterson,56,1,75000,0,1,0,3,2,1,1
Isaiah Phillips,44,0,50000,0,0,0,5,2,0,0
Isaiah Ramirez,47,0,150000,0,1,0,5,4,1,1
Isaiah Reed,50,0,150000,0,2,2,4,4,1,4
Isaiah Richardson,62,0,25000,0,2,0,3,1,1,1
Isaiah Rivera,38,1,50000,0,0,0,3,2,1,1
Isaiah Roberts,61,1,50000,0,1,0,2,3,1,1
Isaiah Rogers,53,0,150000,0,4,3,3,5,0,2
Isaiah Sanchez,52,0,50000,0,0,0,4,5,0,1
Isaiah Sanders,69,0,75000,0,2,1,4,4,1,1
Isaiah Scott,49,0,150000,0,0,0,4,4,0,3
Isaiah Stewart,56,1,75000,0,1,0,3,2,1,1
Isaiah Torres,59,1,50000,0,2,0,2,2,1,2
Isaiah Turner,40,0,25000,0,0,0,2,1,1,1
Isaiah Ward,41,0,25000,0,0,0,1,1,1,1
Isaiah Watson,48,1,75000,0,2,2,4,2,1,1
Isaiah Wright,45,0,50000,0,4,4,2,2,1,3
Isaiah Young,56,1,50000,0,3,0,4,3,1,0
Ivan Fernandez,74,1,50000,0,2,0,4,4,1,2
Ivan Garcia,73,1,75000,0,2,0,5,4,1,1
Ivan Gonzalez,59,0,75000,0,1,0,3,2,1,1
Ivan Kapoor,43,0,50000,0,0,0,2,1,0,1
Ivan Lopez,49,0,75000,0,0,0,5,5,0,1
Ivan Malhotra,49,0,50000,0,1,1,4,3,0,0
Ivan Martinez,37,0,25000,0,0,0,4,3,1,0
Ivan Mehta,61,1,150000,0,3,4,2,5,1,3
Ivan Perez,47,0,100000,0,1,0,5,4,1,0
Ivan Prasad,50,0,100000,0,0,0,4,5,0,1
Ivan Raman,39,0,50000,0,0,0,3,3,1,1
Ivan Rana,42,1,100000,0,0,5,2,4,0,2
Ivan Rodriguez,43,1,50000,0,1,1,4,2,1,1
Ivan Sai,51,0,75000,0,0,0,4,5,0,1
Ivan Sara,56,1,50000,0,0,0,4,5,0,1
Ivan Subram,51,1,100000,0,5,5,4,5,1,4
Ivan Suri,56,0,50000,0,3,0,5,3,0,0
Ivan Weber,55,1,75000,0,1,0,3,2,0,1
Jack Adams,40,0,75000,0,0,0,3,5,1,2
Jack Alexander,53,1,75000,0,0,0,4,5,0,1
Jack Allen,53,1,75000,0,4,2,4,2,1,2
Jack Baker,56,1,75000,0,1,0,3,2,1,1
Jack Bryant,51,1,100000,0,4,1,3,5,1,4
Jack Butler,74,1,75000,0,3,0,5,4,1,2
Jack Campbell,61,1,25000,0,2,0,3,1,1,0
Jack Carter,71,1,75000,0,4,0,4,4,1,2
Jack Chen,45,1,75000,0,1,0,5,5,1,0
Jack Coleman,97,1,25000,0,3,0,1,3,0,2
Jack Collins,66,1,75000,0,2,1,3,5,1,2
Jack Diaz,53,1,75000,0,3,2,5,5,1,0
Jack Edwards,60,1,75000,0,2,0,2,5,1,2
Jack Evans,39,0,75000,0,0,0,3,2,0,2
Jack Flores,64,0,75000,0,2,1,1,2,1,2
Jack Foster,50,1,75000,0,0,0,5,5,1,0
Jack Gonzales,56,0,150000,0,1,3,3,5,0,3
Jack Gonzalez,63,0,25000,0,2,0,2,1,0,2
Jack Green,84,1,100000,0,3,0,5,4,1,1
Jack Griffin,57,0,75000,0,4,0,5,2,1,0
Jack Hall,80,1,50000,0,2,0,5,4,1,2
Jack Hayes,38,1,50000,0,0,0,3,2,1,1
Jack Henderson,45,1,75000,0,3,0,5,5,1,0
Jack Hernandez,78,1,75000,0,5,0,5,4,1,2
Jack Hill,37,0,50000,0,0,0,2,2,1,2
Jack Hughes,50,1,150000,0,0,1,5,4,1,4
Jack Jai,46,1,75000,0,4,0,5,5,1,0
Jack Jenkins,51,1,50000,0,3,3,4,2,1,2
Jack King,48,1,25000,0,1,0,5,1,1,0
Jack Kumar,54,0,100000,0,1,2,3,5,1,3
Jack Lal,53,1,75000,0,3,2,5,5,1,0
Jack Li,58,0,100000,0,2,0,4,4,0,1
Jack Long,37,0,50000,0,0,0,2,2,0,2
Jack Lopez,53,1,100000,0,4,3,4,4,1,0
Jack Mitchell,67,1,75000,0,2,1,3,5,0,2
Jack Nelson,51,1,100000,0,4,1,3,5,1,4
Jack Parker,58,0,75000,0,3,2,4,5,0,1
Jack Perez,49,0,50000,0,0,0,4,3,1,0
Jack Perry,56,1,50000,0,0,0,4,5,0,1
Jack Phillips,55,1,50000,0,4,2,2,2,1,2
Jack Powell,61,1,75000,0,2,0,2,5,0,2
Jack Roberts,62,1,25000,0,3,0,1,1,0,2
Jack Ross,58,1,75000,0,1,0,4,5,1,1
Jack Russell,37,0,50000,0,0,0,3,2,1,1
Jack Scott,67,0,75000,0,2,1,3,5,1,0
Jack Shan,47,1,75000,0,5,0,5,5,1,0
Jack Sharma,44,1,75000,0,1,0,5,2,1,0
Jack Simmons,60,0,150000,0,3,4,2,5,0,4
Jack Turner,50,0,100000,0,0,0,5,2,1,0
Jack Wang,67,0,75000,0,2,1,3,5,1,2
Jack Washington,50,1,75000,0,0,0,5,5,1,0
Jack Wright,39,0,50000,0,0,0,3,2,1,2
Jack Yang,56,1,100000,0,4,3,2,5,1,3
Jack Young,53,0,100000,0,4,3,4,4,1,0
Jack Zimmerman,57,0,50000,0,2,0,3,3,1,1
Jackson Adams,80,1,75000,0,2,0,5,4,1,2
Jackson Alexander,48,0,50000,0,1,0,4,3,1,0
Jackson Allen,69,1,75000,0,2,1,3,5,1,1
Jackson Bryant,50,1,100000,0,0,0,5,2,0,0
Jackson Butler,38,0,50000,0,0,0,2,2,0,2
Jackson Campbell,51,0,25000,0,2,2,2,1,1,2
Jackson Carter,50,1,75000,0,4,0,5,5,1,0
Jackson Chen,45,1,75000,0,1,1,5,2,0,0
Jackson Coleman,38,1,75000,0,0,0,3,2,1,2
Jackson Collins,59,1,75000,0,2,0,2,5,1,2
Jackson Diaz,51,0,75000,0,0,0,5,5,1,1
Jackson Edwards,62,0,100000,0,3,2,2,5,1,1
Jackson Evans,58,1,100000,0,5,4,4,5,1,2
Jackson Foster,53,1,75000,0,4,2,4,5,1,2
Jackson Gonzales,65,1,75000,0,4,2,3,5,1,1
Jackson Gonzalez,56,1,100000,0,5,4,3,5,1,3
Jackson Green,76,1,75000,0,5,0,5,4,1,2
Jackson Hall,84,0,75000,0,3,0,5,4,1,2
Jackson Hayes,59,1,75000,0,2,1,3,5,1,0
Jackson Henderson,64,1,50000,0,3,0,3,5,0,2
Jackson Hernandez,53,0,150000,0,4,3,3,5,0,3
Jackson Hill,48,1,100000,0,0,0,4,4,1,1
Jackson Hughes,48,1,100000,0,2,0,4,4,1,3
Jackson Jai,72,1,75000,0,5,0,4,4,1,2
Jackson Jenkins,57,0,50000,0,2,0,3,3,0,1
Jackson King,70,1,75000,0,5,0,4,4,1,4
Jackson Kumar,68,1,75000,0,2,1,4,4,1,0
Jackson Lal,52,0,50000,0,0,0,4,5,0,1
Jackson Li,55,0,150000,0,1,3,4,4,0,2
Jackson Long,59,0,25000,0,2,1,1,3,0,2
Jackson Lopez,53,1,150000,0,4,3,3,5,1,3
Jackson Mitchell,48,0,100000,0,4,4,4,4,1,1
Jackson Nelson,67,0,75000,0,5,1,3,5,1,2
Jackson Parker,41,0,50000,0,0,0,2,2,1,2
Jackson Patterson,61,0,50000,0,1,0,2,3,1,2
Jackson Perez,66,0,75000,0,2,1,3,5,0,2
Jackson Perry,61,0,75000,0,2,0,2,5,1,2
Jackson Phillips,54,1,75000,0,1,0,3,2,1,1
Jackson Powell,69,1,100000,0,3,5,1,5,1,0
Jackson Roberts,58,0,150000,0,2,3,4,4,0,4
Jackson Ross,56,0,50000,0,4,2,2,2,1,2
Jackson Russell,47,1,100000,0,3,0,5,5,0,0
Jackson Scott,57,1,75000,0,4,0,5,2,1,0
Jackson Shan,70,1,50000,0,5,0,2,5,1,3
Jackson Sharma,80,1,50000,0,3,0,3,5,0,2
Jackson Simmons,55,0,100000,0,4,3,3,5,1,0
Jackson Turner,46,1,100000,0,2,0,5,5,1,0
Jackson Wang,72,1,50000,0,4,0,2,5,0,2
Jackson Washington,50,1,150000,0,0,1,5,4,1,3
Jackson Wright,52,1,50000,0,4,2,4,2,1,2
Jackson Yang,77,0,50000,0,1,0,4,3,1,0
Jackson Young,66,0,100000,0,3,1,4,4,1,1
Jackson Zhang,40,0,50000,0,0,0,3,2,0,1
Jaclyn Andersen,41,1,50000,1,1,1,4,2,1,0
Jaclyn Becker,49,0,25000,1,1,1,3,1,0,1
Jaclyn Cai,56,1,50000,1,3,0,4,3,1,0
Jaclyn Chande,48,0,75000,1,2,2,4,5,1,1
Jaclyn Chander,48,0,50000,1,1,1,4,3,0,0
Jaclyn Chen,42,0,100000,1,0,0,4,5,0,3
Jaclyn Ferrier,51,0,75000,1,0,0,4,5,1,1
Jaclyn Gao,39,0,50000,1,0,0,3,3,0,1
Jaclyn Guo,51,0,75000,1,0,0,4,5,0,1
Jaclyn He,57,0,25000,1,2,0,3,1,0,1
Jaclyn Huang,71,1,75000,1,3,1,1,2,1,3
Jaclyn Jai,56,0,100000,1,0,3,3,5,1,2
Jaclyn Kumar,75,1,25000,1,2,0,3,1,1,1
Jaclyn Lal,44,1,50000,1,1,1,4,2,1,0
Jaclyn Li,55,0,75000,1,1,0,3,2,0,1
Jaclyn Liang,51,1,50000,1,3,3,4,2,1,3
Jaclyn Lin,52,1,75000,1,3,3,4,5,0,2
Jaclyn Liu,46,1,100000,1,2,0,4,5,1,0
Jaclyn Lu,66,1,50000,1,3,0,2,2,0,2
Jaclyn Luo,54,1,50000,1,1,0,3,3,1,1
Jaclyn Ma,71,1,100000,1,5,0,3,5,1,2
Jaclyn Nara,69,1,25000,1,4,0,2,2,0,2
Jaclyn Pal,68,1,100000,1,4,1,2,4,1,3
Jaclyn Rai,52,0,50000,1,2,2,3,3,1,2
Jaclyn Raji,51,1,100000,1,5,5,4,5,1,4
Jaclyn Shan,55,1,50000,1,4,0,5,3,1,0
Jaclyn Sharma,51,1,50000,1,1,0,4,2,1,0
Jaclyn She,38,0,50000,1,0,0,3,2,0,1
Jaclyn Shen,37,0,25000,1,0,0,3,1,0,1
Jaclyn Sun,44,1,150000,1,4,5,2,4,1,4
Jaclyn Tang,49,0,50000,1,1,1,4,3,0,0
Jaclyn Wang,50,1,100000,1,5,5,4,5,1,4
Jaclyn Wu,97,0,25000,1,3,0,4,3,0,2
Jaclyn Xie,47,0,50000,1,0,0,4,3,1,0
Jaclyn Xu,69,1,50000,1,2,0,3,3,0,2
Jaclyn Xu,44,1,100000,1,0,0,4,5,1,3
Jaclyn Yang,51,1,50000,1,1,0,4,2,1,0
Jaclyn Ye,52,1,50000,1,2,2,3,3,1,2
Jaclyn Yuan,43,1,100000,1,0,0,4,5,1,3
Jaclyn Zeng,68,0,75000,1,2,1,3,5,1,2
Jaclyn Zhang,53,0,100000,1,0,0,3,5,1,1
Jaclyn Zhao,63,0,50000,1,2,0,4,4,0,1
Jaclyn Zheng,50,1,100000,1,5,5,5,4,1,3
Jaclyn Zhou,50,1,100000,1,5,5,4,5,1,3
Jaclyn Zhu,39,0,25000,1,0,0,2,1,0,1
Jacob Anderson,49,1,50000,0,0,0,4,3,1,0
Jacob Brown,65,1,75000,0,4,2,3,5,1,1
Jacob Clark,47,0,75000,0,2,2,4,2,1,0
Jacob Davis,74,0,75000,0,5,0,4,4,1,2
Jacob Harris,75,0,50000,0,3,0,4,4,1,2
Jacob Johnson,44,0,100000,0,0,0,4,4,0,1
Jacob Lee,47,1,50000,0,0,0,4,3,1,0
Jacob Lewis,45,1,75000,0,1,0,5,2,1,0
Jacob Martinez,63,1,50000,0,1,0,4,2,1,1
Jacob Miller,63,1,100000,0,4,2,3,5,1,2
Jacob Robinson,42,0,50000,0,0,0,3,2,1,1
Jacob Rodriguez,69,1,75000,0,4,1,4,4,1,1
Jacob Smith,55,1,50000,0,4,0,5,3,1,0
Jacob Taylor,67,1,75000,0,2,1,3,5,1,2
Jacob Thomas,45,1,75000,0,2,0,5,5,1,0
Jacob Walker,64,0,75000,0,2,1,2,5,0,2
Jacob White,40,0,50000,0,0,0,2,2,0,2
Jacob Williams,36,1,50000,0,0,0,2,2,1,2
Jacob Wilson,47,0,50000,0,0,0,4,3,0,0
Jacqueline Alexander,56,1,75000,1,1,0,3,2,1,1
Jacqueline Bailey,60,1,50000,1,2,0,2,2,0,2
Jacqueline Bell,48,1,75000,1,2,2,4,2,1,0
Jacqueline Bennett,70,1,75000,1,4,1,4,4,1,1
Jacqueline Bradley,45,0,25000,1,0,0,1,1,0,2
Jacqueline Brooks,54,0,100000,1,5,4,3,5,0,3
Jacqueline Butler,48,0,75000,1,0,0,4,5,0,1
Jacqueline Coleman,64,0,100000,1,4,1,2,5,1,2
Jacqueline Cook,59,1,50000,1,2,0,2,2,1,2
Jacqueline Cooper,54,0,100000,1,5,4,3,5,1,3
Jacqueline Cox,47,1,50000,1,2,2,4,2,1,0
Jacqueline Diaz,56,1,75000,1,1,0,3,2,1,1
Jacqueline Flores,38,0,50000,1,0,0,2,2,0,2
Jacqueline Foster,51,0,100000,1,3,3,4,2,0,2
Jacqueline Gonzales,66,1,75000,1,2,1,3,5,1,1
Jacqueline Gray,62,1,100000,1,3,0,1,2,1,2
Jacqueline Griffin,43,1,50000,1,1,0,5,2,1,0
Jacqueline Hayes,48,0,25000,1,2,2,2,1,1,1
Jacqueline Henderson,44,1,50000,1,0,0,5,2,1,0
Jacqueline Howard,56,1,50000,1,3,0,4,3,1,0
Jacqueline Hughes,58,0,50000,1,2,0,3,3,1,1
Jacqueline James,63,1,100000,1,4,2,3,5,0,1
Jacqueline Jenkins,71,0,25000,1,5,0,1,3,0,4
Jacqueline Kelly,47,0,50000,1,0,0,4,3,0,0
Jacqueline Long,67,0,50000,1,4,0,2,5,0,2
Jacqueline Morgan,43,1,50000,1,1,0,5,2,1,0
Jacqueline Morris,55,1,50000,1,4,0,5,3,0,0
Jacqueline Murphy,61,1,75000,1,2,0,2,5,0,2
Jacqueline Patterson,71,0,25000,1,5,0,1,3,0,3
Jacqueline Perry,49,0,75000,1,2,2,4,2,1,1
Jacqueline Peterson,47,1,75000,1,5,5,5,5,1,2
Jacqueline Powell,83,0,150000,1,1,2,5,4,1,4
Jacqueline Price,71,1,75000,1,4,0,4,4,1,2
Jacqueline Ramirez,67,0,75000,1,4,1,3,5,1,2
Jacqueline Reed,39,0,50000,1,0,0,3,2,1,1
Jacqueline Rivera,86,1,50000,1,1,0,5,2,1,0
Jacqueline Rogers,38,1,75000,1,0,0,3,2,0,2
Jacqueline Ross,43,1,75000,1,0,0,3,2,1,2
Jacqueline Russell,54,0,100000,1,5,4,3,5,1,2
Jacqueline Sanchez,70,1,50000,1,5,0,2,5,1,3
Jacqueline Sanders,51,0,50000,1,3,3,4,2,0,2
Jacqueline Simmons,56,1,75000,1,5,4,3,2,0,3
Jacqueline Torres,53,0,75000,1,3,2,4,5,0,2
Jacqueline Ward,55,1,75000,1,1,0,3,2,1,1
Jacqueline Washington,51,0,150000,1,0,0,5,4,0,4
Jacqueline Watson,38,1,50000,1,0,0,2,2,1,2
Jacqueline Wood,58,1,100000,1,5,4,4,5,0,2
Jacquelyn Alonso,53,0,25000,1,3,3,2,1,1,1
Jacquelyn Blanco,61,1,150000,1,3,4,3,5,0,3
Jacquelyn Castro,52,1,50000,1,1,0,4,2,1,0
Jacquelyn Diaz,60,0,75000,1,2,0,3,2,0,1
Jacquelyn Dominguez,39,0,50000,1,0,0,3,3,0,1
